Owner name,Agency name,Email,Address,Telephone,Telephone 2,Thumbnail image URL
"Mr. MD. MYNUDDIN, Proprietor",S. NAHAR TRAVELS & TOURS,mynuddin08@yahoo.com,"476/B-2, D.I.T. ROAD, MALIBAGH,",['01713043319'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3175/OwnerPhoto_S. NAHAR TRAVELS & TOURS.jpg
"Mr. S.M. Zobayed Ahmed, Proprietor",S.M.S. Tours & Travels,shanzu_sub@yahoo.com,"45/1-A, Purana Paltan (4th Floor),",01737295383, 01819207573,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3176/OwnerPhoto_S.M.S. Tours & Travels.jpg
"MD. AHSAN HABIB, Proprietor",SURMA TRAVELS & TOURS,surmatravelsbd@gmail.com,"H-92, (1ST FLOOR), BIR UTTAM ZIAUR RAHMAN SHARAK, KAKOLI,",['01711286216'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3177/OwnerPhoto_SURMA TRAVELS & TOURS.jpg
"MR. ADNAN ANWAR, PROPRIETOR",SPARROWINGS AVIATION SYSTEMS,adnan.anwar@sparrowings.com,"SUITE # 403, 138, GULSHAN AVENUE,",['01611760000'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3178/OwnerPhoto_SPARROWINGS AVIATION SYSTEMS.jpg
"Mr. S. M Ali Hossain, Proprietor",Saad Al Allah International,demo-2c259d91-c210-46dc-a590-839f31728c22@gmail.com,"7, Kamal Ataturk Avinue, A/2 Rupsha Tower (2nd Floor),",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Al-Hajj Jamal Hossain, Managing Partner",Sindabad Tours & Travels,sindabad1201@yahoo.com,"51-51/A,  Resourceful Paltan City ,9th Floor, Purana Paltan, Dhaka 1000.","['+8801714296091', '01678007810', ' 01726202301']",,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3180/OwnerPhoto_Sindabad Tours & Travels.jpg
"Mr. Mohammad Dider Hossain, Proprietor",Sheba Air International,demo-42b9ab8b-bc47-4707-bdf3-4d1f62e2b203@gmail.com,"Chowdhury Complex (5th Floor) 15, Purana Paltan",['01740932453'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Mohammad Shamim Miah, Proprietor",S.D.S. Tours & Travels,demo-51cc37c8-a31d-4b59-a339-bbabe12530db@gmail.com,"Room # 10, Rafique Super Market, Block- J, Vatara Natun Bazar, Gulshan, Dhaka– 1212",01710836616, 01914178867,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3183/OwnerPhoto_S.D.S. Tours & Travels.jpg
"MD. ROBIUL ISLAM (ROBI), Proprietor",B. M. TRAVEL & TOURISM,bmtravelstourism@gmail.com,"RUHITPUR BAZAR, SONALI BANK BHABAN (2ND FLOOR), KERANIGANJ, DHAKA.",01745990279, 01860 311166,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3185/OwnerPhoto_B. M. TRAVELS & TOURISM.jpg
"Mr. Md. Solayman, Proprietor",B. S. C. Tours & Travels,info@bscgroupbd.com,"29/1/F, Toyenbee Circular Road (3rd Floor), Doynik Bangla More,","['01712-292862', ' 01711-952146', ' 48', ' 49']",,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3186/OwnerPhoto_B. S. C. Tours & Travels.jpg
"Mr. Md. Abdul Ahad Khan, Proprietor",B.K.M. Tours & Travels,kanij1@gmail.com,"House # 23/2, Road # 2,",['01715155187'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3187/OwnerPhoto_Representative Photo.jpg
"Mr. Mohammad Dider Hossain, Proprietor",Sheba Air International,demo-b53322fe-160d-48aa-bbc4-a9a20f9949cf@gmail.com,"Chowdhury Complex (5th Floor) 15, Purana Paltan",['01740932453'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3188/OwnerPhoto_Sheba Air International.jpg
"Mr. Md. Abul Bashar , Proprietor",S. N. International,s.ninternational17@gmail.com,"294, Inner Circular Road, Fakirapool",01819424592, 01710878946,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3191/OwnerPhoto_S. N. International.jpg
"Mr. Joinal Abedin, Proprietor",S.D. HOLY TRAVELS & TOUR,sdholy.travels@gmail.com,"Al Razi Complex (Level-6), Room-D/603, 166-167, Shahid Syed Nazrul Islam Sarani, Bijoynagar,",['+8801731731503'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3192/OwnerPhoto_S.D. HOLY TRAVELS & TOUR.jpg
"Md. Moshrraf Hossain, Propritor",Sumaiya Air International,demo-45d3caef-3925-45d0-a36b-6ce2bad0c585@gmail.com,"3/3-B, Suleman Plaza (5th Floor), Room No-8/A,",['01918390739'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3195/OwnerPhoto_SUMIYA 231.jpg
"Mr. Md. Solaiman,  Proprietor",Double Sherpur Travels & Tours,demo-9216262d-9bc8-436b-b7c3-0ed1a30b7a53@gmail.com,"Sabbir Tower, Room no-608 (5th Floor), 3/4 A, Purana",['01720033448'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3196/OwnerPhoto_Sherpur Travels & Tours.jpg
"Mr. Nazrul khan,  Proprietor",S.N. Rohan Khan Tours & Travels,nazrul.khan77@yahoo.com,"2, Banga Bandhu Avenue, Gulistan Shopping Complex,",['01715677525'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3197/OwnerPhoto_S.N. Rohan Khan Tours & Travels.jpg
"Mr. K. M. Shaukat Alam, Proprietor",S. B. Tours & Travels,sbtours2013@gmail.com,"Wagico Tower (5th Floor), 263, Jubilee Road",01713113388, 01973113388,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3198/OwnerPhoto_S. B. Tours & Travels.jpg
",",Sky Guest Travels,demo-f4ea1768-11c3-4d31-97e2-a6c78d3df97c@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
",",Delete 667,demo-e7d43d10-e16e-498d-b086-096ea7236933@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Zakaria, Managing Partner",SALMAN AVIATION,salmanaviation7@gmail.com,"153, Rony House (1st Floor), Motijheel C/A",['01819214195'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"A.T.M Mainul Hossain, Managing Partner",SPEED TRAVELS & TOURS,demo-c60308f3-0728-4a1c-9f11-5f09407e9066@gmail.com,"83/B, Shiddeshari Circular Road, Mowchak Tower (4th floor)",['0173019144'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
",",Sohag Air International,demo-bf084799-030e-42db-8ffd-621ade3f4583@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Mohammad Nurul Hoque, , Proprietor",Samiha Aviation,samihaaviation@gmail.com,"86/1, Inner Circular VIP Road (1st Floor), Nayapaltan,",['01715152236'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3208/OwnerPhoto_Samiha aviation.jpg
"Mr.Md.Shafiqur Rahman, Proprietor",Safe Co Trade International,safeco777@gmail.com,"3-4,Sohid Tajuddin Ahammed Sarani (Moghbazer),4th Floor",['01552314512'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Lutfur Rahman Swakat, Chairman",Sharif Air Services Ltd.,sharifairservice@gmail.com,"Al-Razi Complex, Room-D-603, 166-167, Shahid Syed Nazrul Islam Sarani, Bijoynagar,",+8801757381765,01682003632,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3211/OwnerPhoto_Sharif Air 232.jpg
"Mr. Mostafizur Rahman, Proprietor",Suwath International,suwath2009@gmail.com,"Chowdhury Complex (5th Floor), 15, Purana Paltan, Dhaka - 1000.",['01712510094'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3212/OwnerPhoto_Suwath International.png
"MR. MOHD. AYUB ALI, Managing Partner",S. A. R. TRAVELS,sar.travels@yahoo.com,"A. R. M. TOWER, 1704/9, PORT CONNECTING ROAD, SHARAIPARA, PAHARTALI,",['01715113905'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3213/OwnerPhoto_3282.jpg
"Abul Kalam Choudhury, Proprietor",New Sunshine Travels & Tours,newsunshinetravelsbd@gmail.com,"95-96, Raja Mansion (2nd Floor)",['01716387357'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3214/OwnerPhoto_4476.jpg
"Md. Nazrul Islam, Managing Partner",Shohada Travels & Tours,demo-507821ef-b666-42b9-86f2-2e1a071859c6@gmail.com,"3/4-A, Purana Paltan,",['01712241914'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3215/OwnerPhoto_owner.jpg
"Mr. Monir Ahmed, Proprietor",Shah Mohchen Awlia Overseas,demo-6d18bea5-9d01-4b9f-a8e8-11590d54ef00@gmail.com,"7/A, Jalsha Cinema Market, Jubilee Road",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Md. Abdus Samad, Managing Partner",Samad Overseas Service,demo-2cf57e6e-f965-44c7-84bf-cf7484b3d245@gmail.com,"3,4,5 Rohmaniya Super Market Taltola, Sylhet.",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
",",Sadman OVearseas,demo-34bde10f-e1ea-4486-b30c-ffb8531b57f2@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Md Shahin Uddin, Proprietor",Sadman Overseas,demo-b02250cb-7da8-4b5a-9e43-1efadbfebb37@gmail.com,"14, Purana Paltan",['018299681'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3219/OwnerPhoto_img507.jpg
"Mr. Azizur Rahman Lalon, Proprietor",Delete 98,demo-a4cd9c36-d8b0-44fc-8443-3156830a6161@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3220/OwnerPhoto_IMG_20181217_0008.jpg
"MD.Nasir Uddin Bhuiyan, Proprietor",Sujan Air Travels & Tours,demo-22b34b8e-b6fb-4dd7-bda5-996e7acca4ed@gmail.com,186/1/nner Circular Road,['01918198866'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Md. Abdul Haque, Proprietor",S. P. Air International,demo-dd20bcb6-c135-4b09-82b6-b7b8212d9bec@gmail.com,44 Naya Paltan (3rd Floor),[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
",",Sky Bird International Tours & Travel,demo-feeeee2a-8f42-4ab8-bfb1-37df34bc1c7b@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Kabir Ahmed, Proprietor",Sky Bird International Tours & Travel,demo-68971931-a0d1-4df1-83a1-c4bc614bd0fe@gmail.com,Jahan Buicding No-6(Ground Floor)93,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Musleh Uddin Ahmed, Managing Director",Sky King Overseas Limited,demo-bd358551-f150-43d7-a940-608a15a046d3@gmail.com,"DIT Extension Road, 1/A, Motijheel,",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
",",Shimee Travels & Tours,demo-d7f439ed-0639-481a-9731-396f655dbc09@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Habibur Rahman Khan, Proprietor",Shimee Travels & Tours,shimeetravels@yahoo.com,21/B Garden Road (1st Floor)West,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3229/OwnerPhoto_Oener pic.jpg
"Mohammad Yahya, Proprietor",shahpuri Air Services,demo-2c49ff86-6337-4e9c-b529-f23e4f60db24@gmail.com,"Hoo-Plaza (1st Floor), 263, Jubilee Road",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"H. M. Sham Shul Huda, Proprietor",Rahat Air International,demo-2fc66a6a-3ff6-4908-bad5-f9e248fed79e@gmail.com,"3/3-B, Purana Paltan, Dhaka-1000",['01711526573'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3231/OwnerPhoto_IMG_20181217_0008.jpg
"Mr. A.K. Azad Chowdhury, Managing Director",Sunday Travel & Tours Ltd.,demo-e08a38bd-098f-4e78-a0e4-a314c415bbdf@gmail.com,"60, Dilkusha Commercial Area,",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"MD.Kuddus Bapari, Proprietor",Saymon Air Travels,demo-fdab50c4-a04e-45f6-9944-9abb32e99d4d@gmail.com,"99.Motijhel, Commercial",['0171568580'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3233/OwnerPhoto_Owner Pic.jpg
",",S.S.Tours & Travels,demo-cc65645e-70b2-439d-a4b2-83fd544e43fd@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"S. Rahman, Proprietor",S.S. Tours & Travels,demo-772741ac-7bc2-48b1-9c06-ac9677364600@gmail.com,125/A New Kakrail,['0156332591'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
",",Delete 8,demo-163b153d-171c-4410-b937-68490be5836c@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Sheikh Forid Ahmed, Managing Director",Silkways Aviation Systems Limited,demo-ee7f6686-bed5-459a-baab-745b3bbc37c4@gmail.com,"SW (I), -4, 25 Gulshan Avenue -1",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mrs. Merajee Nasim, Proprietor",Sanjar Holidays,sanjarholidaysbd@gmail.com,"House # 56/C, 5th Fl, Road # 132,",['01973600604'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3239/OwnerPhoto_Sanjar Holidays.jpg
"Mr. A. B. M. Kaikobad, Proprietor",Delete 6,demo-f502c75a-f68b-4481-88f1-1628742b22db@gmail.com,"14/17 Iqbal Road (1st FL), Mohammadpur,",['+8801671063661'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3240/OwnerPhoto_South Asian Travels and Tourism.jpg
"Mr. Shah Emran ,  Proprietor",Seven Star Aviation,sevenstaraviationbd@gmail.com,"Bashati Condominium (7th Floor), 7/8-A, House # 15, Road # 17,  Banani, Dhaka",01612889897, 01822889897,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3241/OwnerPhoto_seven star226.jpg
"Mr. Md. Siddique Ur Rahman, Proprietor",Samiha Travels,info@samihatravels.com,"Plot # 4, Suite # 3/4 Muktobangla Shopping Complex (4th Floor) Mirpur-1, Dhaka",01992444222, 01914491128,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3242/OwnerPhoto_Samiha Travels.jpg
"Mr. K.m.Shaukat Alam, Proprietor",S. B Agha & Co. (Dhaka),sbagha1974@gmail.com,"Unicorn Plaza (4th Floor), Suite-6//A, 40/2, North Avenue, Gulshan-2, Dhaka",['01713113388'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3243/OwnerPhoto_S. B Agha & Co. (Dhaka).jpg
"Mr. Md. Khairul Alam, Managing Director",DESH TRAVELS & TOURS,deshholiday@gmail.com,"MADANI AVINEW, PLOT # 20 , BLOCK # G (NUTON BAZAR)VATARA, BARIDHARA, DHAKA-1212.",['01919194218'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
",",Shawon Travels & Tours,demo-747f25cc-5af7-4058-8a1f-5f3d8101db1a@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Makhudur Rahman Masud, Proprietor",Shawon Travels & Tours,shawontravelsandtour@gmail.com,"Abedin Super Market (Ground Floor)  Trunk Road,",['01817332363'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Mr. Makhudur Rahman Masud, Proprietor",Shawon Travels & Tours,demo-65d9ef1d-61a3-47f6-a479-bbdb4a8ef484@gmail.com,"Abedin Super Market (Ground Floor) Trunk Road,",01817332363,01731388088,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3247/OwnerPhoto_Shawon Travels & Tours.jpg
"Abdul Awal, Proprietor",Noor-E-Madina Air Travels,nooremadinabd@gmail.com,"204 Shaheed Syed Nazrul Islam Sarani, Bijoy Nagar, Aziz Co-Operative Market (3rd Floor), Dhaka",['01711 349814'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3248/OwnerPhoto_4487.jpg
"Mr. Jahangir Hossain Patwary, Managing Director",Tourism Trade Limited,patwaryjahangir@gmail.com,"36/B, Ground floor,",['01713035039'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3249/OwnerPhoto_Tourism Trade Limited.jpg
"Mr. Mafiz Ahmed Bhuiyan, Managing Director",Shepherd World Trade Ltd.,demo-aaa884f5-4663-4e61-9935-4fc4272a4349@gmail.com,"House # 73/A, Road # 6, Old DOHS, Dhaka Cantonment, Dhaka-1206",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3250/OwnerPhoto_IMG_20190103_0001.jpg
"Mr. Mohammad Mizanur Rahman, Managing Partner",Salman Hajj Group,mizan.shg@gmail.com,"M. Rahman Plaza, (2nd floor), 1/24/C/3, South Mugdapara",['01711222010'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3251/OwnerPhoto_273. OwnerPhoto_Rangan Air.jpg
"Mr. Kamal Hossain, Proprietor",Popular Travel Point,populartravelpoint@gmail.com,"3/10, Saleh Mansion (3rd Floor), D.IT Extention Road, Naya Paltan, Dhaka 1000",+8801673 780445, 01818 264785,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3252/OwnerPhoto_Popular Travel Point.jpg
"Mr. Md. Selim, Managing Partner",S. S. Global Network,selimcox87@gmail.com,"Shatabdi Center 292 Fakirapool (18th Floor), Room No # 17-D Inner Circular Road, Motijheel, Dhaka 1000",['01708524821'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3253/OwnerPhoto_S. S. Global Network.jpg
"Muhammad Rafiqul Haider Bhuiyan, Proprietor",Midway Travels,midwaytravels30@gmail.com,"H-95, Bir Uttam Ziaur Rahman Road,",['01711576564'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3254/OwnerPhoto_Screenshot_1.jpg
"Mr. Neo G. Mendes, Proprietor",Sage Travel & Tours,sage@bdmail.net,"53, Kazi Nazrul Islam Avenue, Tejgoan, Dhaka-1215",[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/
"Md. Musharraf Hossain, Managing Director",Zaeem Travels Limited,contact@zaeemtravels.com,"House-10/12, Road-6, Block-A, Section-10,",['01713046252'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3256/OwnerPhoto_Zaeem285.jpg
"Mr. Akhter Hossain, Proprietor",Esha Air Aviation Service,futurehope_international@yahoo.com,"Bashati Horizon, Apartment-A/8, Plot-21, Road-17, Banani C/A, Dhaka-1213.",['01714498035'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3257/OwnerPhoto_Esha Air Aviation Service.jpg
"Mr. Mohammad Nazmul Huda, proprietor",Samiha Amani Tours & Travels,samiha.amani@gmail.com,"147/3, DIT Extension Road, 5th floor, Fakirapool, Dhaka.",['01817016417'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3258/OwnerPhoto_Samiha Amani Tours & Travels.jpg
"Mr. Manosh Kumar Mondal, Proprietor",Safe Holiday Bd,safeholidaybd@gmail.com,"38/Ka, Bir Uttam K M Safi Ullah Sorok, Ahmed Plaza, Dhaka-1205.",['+8801816463569'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3259/OwnerPhoto_Safe Holidays Bd.jpg
"Anichul Islam, CEO",Flight Zone,flightzonebd@gmail.com,"44/13, West Panthapoth, 3rd Floor,",['01930424242'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3260/OwnerPhoto_Flight Zone.jpg
"Mst. Kalpona Khatun, Proprietor",Monira Air Tours & Travels,monira.t1travels@gmail.com,"The Emporium, 1st Floor, Plot-14/1, Mohonpur Shyamoli,",01735 446828, 01974425008,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3261/OwnerPhoto_Monira Air Tours & Travels.jpg
"Mr. Mohammad Mizanur Rahman Bhuiyan, Proprietor",Shahpuri Hajj Kafelah,shahpurihajjkalela@gmail.com,"47 DIT Exten. Road, (4th Floor), Motijheel, Dhaka-1000",['01716372688'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3262/OwnerPhoto_SHAHPURI 308.jpg
"Md. Abul Hashem, Proprietor",Azmi Travels & Tours,atatbd1@gmail.com,"89/3, Kakrail, Ishakha Shopping Complex (1st Floor), Room No-8/10,",['+8801716 598308'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3263/OwnerPhoto_Azmi Travels & Tours.jpg
"Mr. Khawja Mohammad Shahed, Proprietor",Shanaz Holidays,kmshahed@gmail.com,"71, Mahbub Mansion, (Ground Floor), Motijheel C/A, Dhaka 1000",['01819274139'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3264/OwnerPhoto_3948.jpg
"Sufian Ahmed, Proprietor",Safari Travels,safaritravels18@gmail.com,"35/36 Hurayra Mansion (1st Floor),",01712453702, 01715929349,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3266/OwnerPhoto_4477.jpg
"Md. Jafor Ahammad, Proprietor",Delete 112,demo-467425fd-c812-40d7-8f22-92373df47af8@gmail.com,,[''],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3267/OwnerPhoto_Jafor International Tours & Travels.jpg
"Mr. Kabir Hossain, Proprietor",delete 39,demo-6ea31617-b8ab-404d-85da-cbc70a2ed535@gmail.com,"180-181, Shahid Syed Nazrul Islam Sharoni (7 th Floor), Bijoy Nagar, Dhaka - 1000",['01746641281'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3268/OwnerPhoto_4410.jpg
"Mohammad Sad Uddin, Proprietor",Mahdi Air International,mahdiairinternational@gmail.com,"7 Borkotia Super Market (G/F),",['01716562169'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3269/OwnerPhoto_4474.jpg
"Jamal Uddin, Proprietor",Online Travel,info@onlinetravel.ltd,"2/5 Eastern Plaza (2nd Floor), Airport Road, Amberkhana, Sylhet.",['01728442743'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3270/OwnerPhoto_Photo.pdf
"Abdullah A Masum, Proprietor",Royal Travel Link,royaltravel.bd@gmail.com,"308 Manru Shopping City (2nd Floor),",['01745344388'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3271/OwnerPhoto_Royal air link 295.jpg
"Mr. Shawkat Hossain Sarker, Proprietor",Sarker Travels & Tours,sarkertravels1330@gmail.com,"C & B Road, Narsindi Sadar, Narsingdi",['01711560556'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3272/OwnerPhoto_Sarker Travels & Tours.jpg
"Mr. Sheikh Jahangir Alam, Proprietor",Shapnachura Travels & Tours,shapnachuraltd@gmail.com,"450/2, S. M. Bhaban (Gnd Fl), Shahin Academy Road, Rampur, Feni",['8801817070383'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3273/OwnerPhoto_4034.jpg
"Md. Abdur Rashid, Proprietor",Uttara Travels,uttarasyl@yahoo.com,"2/13, Estran Plaza (3rd floor) Airport road, Amborkhana, Sylhet",['01711300964'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3274/OwnerPhoto_Uttara Travels.jpg
"Mr. Md. Misir Ali, Proprietor",Sonar Bangla Travels (Sylhet),sonarbanglatravels12@gmail.com,"Court Road, Chowmuhona, Moulivbazar",['01716387522'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3275/OwnerPhoto_Sonar Bangla Travels.jpg
"Mr. Sultan Ahmed Khan, Proprietor",S. Al-Madina Air International,sultanahmed_khan@yahoo.com,"343/344 Rangmahal Tower (3rd Floor),",['01726080047'],,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3276/OwnerPhoto_4479.jpg
"Alamgir Hussain, Proprietor",Netpoint Travels International,netpointtravelbd@gmail.com,"2-3 Borkotia Super Market,",01719014102, 01714912463,https://m360ict.s3.ap-south-1.amazonaws.com/uploads/UploadedFiles/Member_3277/OwnerPhoto_Netpoint Tr Int.png
